	Name	Database_ID	chromosome	start_bp	end_bp	p_arm_max	arm
11328	PALM3	ENSG00000187867.7	19	14053363	14062076	26200000	p
11329	PALMD	ENSG00000099260.9	1	99646113	99694541	123400000	p
11330	PAM	ENSG00000145730.19	5	102753981	103029730	48800000	q
11331	PAM16	ENSG00000217930.6	16	4331549	4355607	36800000	p
11332	PAMR1	ENSG00000149090.10	11	35431823	35530300	53400000	p
11333	PAN2	ENSG00000135473.13	12	56316223	56334053	35500000	q
11334	PAN3	ENSG00000152520.12	13	28138506	28295335	17700000	q
11335	PANK1	ENSG00000152782.15	10	89582988	89645418	39800000	q
11336	PANK2	ENSG00000125779.20	20	3888839	3929887	28100000	p
11337	PANK3	ENSG00000120137.6	5	168548495	168579368	48800000	q
11338	PANK4	ENSG00000157881.12	1	2508537	2526597	123400000	p
11339	PANX1	ENSG00000110218.7	11	94128841	94181968	53400000	q
11340	PANX2	ENSG00000073150.12	22	50170731	50180295	15000000	q
11341	PANX3	ENSG00000154143.2	11	124611428	124620356	53400000	q
11342	PAOX	ENSG00000148832.13	10	133379261	133391694	39800000	q
11343	PAPD4	ENSG00000164329.12	5	79612120	79688246	48800000	q
11344	PAPD5	ENSG00000121274.11	16	50152911	50235310	36800000	q
11345	PAPD7	ENSG00000112941.11	5	6713432	6757044	48800000	p
11346	PAPL	ENSG00000183760.9	19	39083913	39111493	26200000	q
11347	PAPLN	ENSG00000100767.14	14	73237497	73274640	17200000	q
11348	PAPOLA	ENSG00000090060.16	14	96501433	96567116	17200000	q
11349	PAPOLB	ENSG00000218823.1	7	4857738	4862030	60100000	p
11350	PAPOLG	ENSG00000115421.11	2	60756253	60802086	93900000	p
11351	PAPPA	ENSG00000182752.9	9	116153791	116402321	43000000	q
11352	PAPPA2	ENSG00000116183.9	1	176463171	176845601	123400000	q
11353	PAPSS1	ENSG00000138801.7	4	107590276	107720234	50000000	q
11354	PAPSS2	ENSG00000198682.11	10	87659613	87747705	39800000	q
11355	PAQR3	ENSG00000163291.13	4	78887127	78939438	50000000	q
11356	PAQR4	ENSG00000162073.12	16	2969270	2973484	36800000	p
11357	PAQR5	ENSG00000137819.12	15	69298912	69407780	19000000	q
11358	PAQR6	ENSG00000160781.14	1	156243320	156248117	123400000	q
11359	PAQR7	ENSG00000182749.5	1	25861484	25875708	123400000	p
11360	PAQR8	ENSG00000170915.8	6	52361421	52407777	59800000	p
11361	PAQR9	ENSG00000188582.7	3	142949164	142963674	90900000	q
11362	PARD3	ENSG00000148498.14	10	34109560	34815325	39800000	p
11363	PARD3B	ENSG00000116117.16	2	204545475	205620162	93900000	q
11364	PARD6A	ENSG00000102981.8	16	67660946	67662774	36800000	q
11365	PARD6B	ENSG00000124171.7	20	50731580	50756795	28100000	q
11366	PARD6G	ENSG00000178184.14	18	80157232	80247514	18500000	q
11367	PARG	ENSG00000227345.7	10	49818279	49970203	39800000	q
11368	PARK2	ENSG00000185345.17	6	161347417	162727775	59800000	q
11369	PARK7	ENSG00000116288.11	1	7954291	7985505	123400000	p
11370	PARL	ENSG00000175193.11	3	183829271	183884933	90900000	q
11371	PARM1	ENSG00000169116.10	4	74933095	75050115	50000000	q
11372	PARN	ENSG00000140694.15	16	14435700	14632728	36800000	p
11373	PARP1	ENSG00000143799.11	1	226360210	226408154	123400000	q
11374	PARP10	ENSG00000178685.12	8	143977153	144012772	45200000	q
11375	PARP11	ENSG00000111224.12	12	3791047	3873448	35500000	p
11376	PARP12	ENSG00000059378.11	7	140023749	140062951	60100000	q
11377	PARP14	ENSG00000173193.12	3	122680839	122730840	90900000	q
11378	PARP15	ENSG00000173200.11	3	122577628	122639047	90900000	q
11379	PARP16	ENSG00000138617.13	15	65234460	65300618	19000000	q
11380	PARP2	ENSG00000129484.12	14	20343615	20357904	17200000	q
11381	PARP3	ENSG00000041880.13	3	51942345	51948867	90900000	p
11382	PARP4	ENSG00000102699.5	13	24420931	24512778	17700000	q
11383	PARP6	ENSG00000137817.15	15	72241181	72272999	19000000	q
11384	PARP8	ENSG00000151883.15	5	50665899	50846519	48800000	q
11385	PARP9	ENSG00000138496.15	3	122527924	122564577	90900000	q
11386	PARPBP	ENSG00000185480.10	12	102120183	102197520	35500000	q
11387	PARS2	ENSG00000162396.5	1	54756898	54764523	123400000	p
11388	PARVA	ENSG00000197702.10	11	12377563	12535356	53400000	p
11389	PARVB	ENSG00000188677.13	22	43999211	44172939	15000000	q
11390	PARVG	ENSG00000138964.15	22	44172956	44219533	15000000	q
11391	PASK	ENSG00000115687.12	2	241106099	241150264	93900000	q
11392	PATE1	ENSG00000171053.8	11	125746279	125749867	53400000	q
11393	PATE2	ENSG00000196844.7	11	125776113	125778828	53400000	q
11394	PATE3	ENSG00000236027.2	11	125788127	125791600	53400000	q
11395	PATE4	ENSG00000237353.5	11	125833316	125840072	53400000	q
11396	PATL1	ENSG00000166889.13	11	59636716	59669037	53400000	q
11397	PATL2	ENSG00000229474.5	15	44665732	44711323	19000000	q
11398	PATZ1	ENSG00000100105.16	22	31325804	31346346	15000000	q
11399	PAWR	ENSG00000177425.9	12	79574979	79690964	35500000	q
11400	PAX1	ENSG00000125813.12	20	21705659	21718481	28100000	p
11401	PAX2	ENSG00000075891.20	10	100735396	100829944	39800000	q
11402	PAX3	ENSG00000135903.17	2	222199887	222298998	93900000	q
11403	PAX4	ENSG00000106331.13	7	127610292	127618142	60100000	q
11404	PAX5	ENSG00000196092.11	9	36833269	37034268	43000000	p
11405	PAX6	ENSG00000007372.19	11	31784779	31817961	53400000	p
11406	PAX7	ENSG00000009709.10	1	18630846	18748866	123400000	p
11407	PAX8	ENSG00000125618.15	2	113215997	113278921	93900000	q
11408	PAX9	ENSG00000198807.11	14	36657568	36679362	17200000	q
11409	PAXBP1	ENSG00000159086.13	21	32733899	32771792	12000000	q
11410	PAXIP1	ENSG00000157212.17	7	154943687	155003124	60100000	q
11411	PBK	ENSG00000168078.8	8	27809624	27838082	45200000	p
11412	PBLD	ENSG00000108187.14	10	68282660	68333049	39800000	q
11413	PBOV1	ENSG00000254440.3	6	138215986	138218491	59800000	q
11414	PBRM1	ENSG00000163939.17	3	52545352	52685917	90900000	p
11415	PBX1	ENSG00000185630.17	1	164555584	164899296	123400000	q
11416	PBX2	ENSG00000204304.10	6	32184733	32190202	59800000	p
11417	PBX3	ENSG00000167081.15	9	125747345	125967377	43000000	q
11418	PBX4	ENSG00000105717.12	19	19561707	19618693	26200000	p
11419	PBXIP1	ENSG00000163346.15	1	154944076	154956123	123400000	q
11420	PC	ENSG00000173599.12	11	66848417	66958386	53400000	q
11421	PCBD1	ENSG00000166228.7	10	70882280	70888565	39800000	q
11422	PCBD2	ENSG00000132570.13	5	134905120	135007959	48800000	q
11423	PCBP1	ENSG00000169564.6	2	70087477	70089203	93900000	p
11424	PCBP2	ENSG00000197111.14	12	53452102	53481162	35500000	q
11425	PCBP3	ENSG00000183570.15	21	45643694	45942454	12000000	q
11426	PCBP4	ENSG00000090097.19	3	51957454	51974016	90900000	p
11427	PCCA	ENSG00000175198.13	13	100089015	100530437	17700000	q
11428	PCCB	ENSG00000114054.12	3	136250340	136337896	90900000	q
11429	PCDH1	ENSG00000156453.12	5	141853090	141879246	48800000	q
11430	PCDH10	ENSG00000138650.8	4	133149294	133208606	50000000	q
11431	PCDH12	ENSG00000113555.5	5	141943581	141969741	48800000	q
11432	PCDH15	ENSG00000150275.16	10	53802771	55627942	39800000	q
11433	PCDH17	ENSG00000118946.10	13	57631744	57729311	17700000	q
11434	PCDH18	ENSG00000189184.10	4	137518918	137532494	50000000	q
11435	PCDH20	ENSG00000197991.11	13	61409858	61427849	17700000	q
11436	PCDH20	ENSG00000280165.1	13	61409685	61415522	17700000	q
11437	PCDH7	ENSG00000169851.14	4	30720415	31146805	50000000	p
11438	PCDH8	ENSG00000136099.12	13	52842889	52848641	17700000	q
11439	PCDH9	ENSG00000184226.13	13	66302834	67230445	17700000	q
11440	PCDHA1	ENSG00000204970.8	5	140786136	141012347	48800000	q
11441	PCDHA10	ENSG00000250120.5	5	140855883	141012347	48800000	q
11442	PCDHA11	ENSG00000249158.5	5	140868183	141012347	48800000	q
11443	PCDHA12	ENSG00000251664.3	5	140875302	141012347	48800000	q
11444	PCDHA13	ENSG00000239389.6	5	140882124	141012347	48800000	q
11445	PCDHA2	ENSG00000204969.6	5	140794852	141012347	48800000	q
11446	PCDHA3	ENSG00000255408.3	5	140801028	141012347	48800000	q
11447	PCDHA4	ENSG00000204967.9	5	140806929	141012347	48800000	q
11448	PCDHA5	ENSG00000204965.7	5	140821604	141012347	48800000	q
11449	PCDHA6	ENSG00000081842.16	5	140827958	141012347	48800000	q
11450	PCDHA7	ENSG00000204963.5	5	140834248	141012347	48800000	q
11451	PCDHA8	ENSG00000204962.5	5	140841187	141012347	48800000	q
11452	PCDHA9	ENSG00000204961.6	5	140847772	141012347	48800000	q
11453	PCDHAC1	ENSG00000248383.4	5	140926299	141012347	48800000	q
11454	PCDHAC2	ENSG00000243232.4	5	140966470	141012347	48800000	q
11455	PCDHB1	ENSG00000171815.5	5	141051374	141059346	48800000	q
11456	PCDHB10	ENSG00000120324.6	5	141192353	141195647	48800000	q
11457	PCDHB11	ENSG00000197479.6	5	141199610	141203779	48800000	q
11458	PCDHB12	ENSG00000120328.6	5	141208697	141212571	48800000	q
11459	PCDHB13	ENSG00000187372.11	5	141213919	141218979	48800000	q
11460	PCDHB14	ENSG00000120327.6	5	141223343	141227759	48800000	q
11461	PCDHB15	ENSG00000113248.5	5	141245395	141249365	48800000	q
11462	PCDHB16	ENSG00000272674.3	5	141182387	141186226	48800000	q
11463	PCDHB2	ENSG00000112852.6	5	141094606	141098703	48800000	q
11464	PCDHB3	ENSG00000113205.4	5	141100473	141103827	48800000	q
11465	PCDHB4	ENSG00000081818.3	5	141121818	141125623	48800000	q
11466	PCDHB5	ENSG00000113209.8	5	141135206	141138615	48800000	q
11467	PCDHB6	ENSG00000113211.5	5	141150057	141153287	48800000	q
11468	PCDHB7	ENSG00000113212.6	5	141172644	141176383	48800000	q
11469	PCDHB8	ENSG00000120322.3	5	141177790	141180539	48800000	q
11470	PCDHB9	ENSG00000177839.6	5	141187127	141191541	48800000	q
11471	PCDHGA1	ENSG00000204956.5	5	141330514	141512975	48800000	q
11472	PCDHGA10	ENSG00000253846.2	5	141412987	141512975	48800000	q
11473	PCDHGA11	ENSG00000253873.4	5	141421047	141512975	48800000	q
11474	PCDHGA12	ENSG00000253159.2	5	141430507	141512975	48800000	q
11475	PCDHGA2	ENSG00000081853.14	5	141338760	141512975	48800000	q
11476	PCDHGA3	ENSG00000254245.2	5	141343829	141512975	48800000	q
11477	PCDHGA4	ENSG00000262576.2	5	141355021	141512975	48800000	q
11478	PCDHGA5	ENSG00000253485.2	5	141364162	141512975	48800000	q
11479	PCDHGA6	ENSG00000253731.2	5	141373891	141512975	48800000	q
11480	PCDHGA7	ENSG00000253537.2	5	141382739	141512975	48800000	q
11481	PCDHGA8	ENSG00000253767.2	5	141390157	141512975	48800000	q
11482	PCDHGA9	ENSG00000261934.2	5	141402778	141512975	48800000	q
11483	PCDHGB1	ENSG00000254221.2	5	141350099	141512975	48800000	q
11484	PCDHGB2	ENSG00000253910.2	5	141359994	141512975	48800000	q
11485	PCDHGB3	ENSG00000262209.2	5	141370242	141512975	48800000	q
11486	PCDHGB4	ENSG00000253953.2	5	141387698	141512975	48800000	q
11487	PCDHGB5	ENSG00000276547.1	5	141397947	141512975	48800000	q
11488	PCDHGB6	ENSG00000253305.2	5	141408021	141512979	48800000	q
11489	PCDHGB7	ENSG00000254122.2	5	141417645	141512975	48800000	q
11490	PCDHGC3	ENSG00000240184.5	5	141475947	141512977	48800000	q
11491	PCDHGC4	ENSG00000242419.4	5	141484997	141512975	48800000	q
11492	PCDHGC5	ENSG00000240764.3	5	141489081	141512975	48800000	q
11493	PCED1A	ENSG00000132635.15	20	2835314	2841190	28100000	p
11494	PCED1B	ENSG00000179715.11	12	47079603	47236662	35500000	q
11495	PCF11	ENSG00000165494.9	11	83156988	83187451	53400000	q
11496	PCGF1	ENSG00000115289.11	2	74505043	74507695	93900000	p
11497	PCGF2	ENSG00000277258.3	17	38733898	38749817	25100000	q
11498	PCGF3	ENSG00000185619.16	4	705748	770640	50000000	p
11499	PCGF5	ENSG00000180628.13	10	91163012	91284337	39800000	q
11500	PCGF6	ENSG00000156374.13	10	103302796	103351144	39800000	q
11501	PCID2	ENSG00000126226.20	13	113177536	113208715	17700000	q
11502	PCIF1	ENSG00000100982.10	20	45934683	45948023	28100000	q
11503	PCK1	ENSG00000124253.10	20	57561080	57568121	28100000	q
11504	PCK2	ENSG00000100889.10	14	24094053	24110598	17200000	q
11505	PCLO	ENSG00000186472.18	7	82754012	83162930	60100000	q
11506	PCM1	ENSG00000078674.16	8	17922840	18027975	45200000	p
11507	PCMT1	ENSG00000120265.15	6	149749443	149811420	59800000	q
11508	PCMTD1	ENSG00000168300.12	8	51817575	51899186	45200000	q
11509	PCMTD2	ENSG00000203880.10	20	64255695	64287821	28100000	q
11510	PCNA	ENSG00000132646.9	20	5114953	5126626	28100000	p
11511	PCNP	ENSG00000081154.10	3	101574180	101594465	90900000	q
11512	PCNT	ENSG00000160299.15	21	46324141	46445769	12000000	q
11513	PCNX	ENSG00000100731.14	14	70907405	71115382	17200000	q
11514	PCNXL2	ENSG00000135749.17	1	232983435	233295725	123400000	q
11515	PCNXL3	ENSG00000197136.4	11	65615776	65637439	53400000	q
11516	PCNXL4	ENSG00000126773.11	14	60091911	60169133	17200000	q
11517	PCOLCE	ENSG00000106333.11	7	100602363	100608175	60100000	q
11518	PCOLCE2	ENSG00000163710.6	3	142815922	142889206	90900000	q
11519	PCP2	ENSG00000174788.8	19	7631611	7633719	26200000	p
11520	PCP4	ENSG00000183036.9	21	39867438	39929397	12000000	q
11521	PCP4L1	ENSG00000248485.1	1	161258745	161285450	123400000	q
11522	PCSK1	ENSG00000175426.9	5	96390333	96434143	48800000	q
11523	PCSK2	ENSG00000125851.8	20	17226107	17484578	28100000	p
11524	PCSK4	ENSG00000115257.14	19	1481428	1490752	26200000	p
11525	PCSK5	ENSG00000099139.12	9	75890644	76362975	43000000	q
11526	PCSK6	ENSG00000140479.15	15	101289784	101525202	19000000	q
11527	PCSK7	ENSG00000160613.11	11	117204337	117232525	53400000	q
11528	PCSK9	ENSG00000169174.10	1	55039447	55064852	123400000	p
11529	PCTP	ENSG00000141179.12	17	55751051	55842830	25100000	q
11530	PCYOX1	ENSG00000116005.10	2	70257386	70281185	93900000	p
11531	PCYOX1L	ENSG00000145882.9	5	149358037	149369653	48800000	q
11532	PCYT1A	ENSG00000161217.10	3	196214222	196287957	90900000	q
11533	PCYT2	ENSG00000185813.9	17	81900958	81911432	25100000	q
11534	PDAP1	ENSG00000106244.11	7	99392048	99408597	60100000	q
11535	PDC	ENSG00000116703.13	1	186443566	186461114	123400000	q
11536	PDCD1	ENSG00000188389.9	2	241849884	241858894	93900000	q
11537	PDCD10	ENSG00000114209.13	3	167683298	167734939	90900000	q
11538	PDCD11	ENSG00000148843.12	10	103396626	103446294	39800000	q
11539	PDCD1LG2	ENSG00000197646.7	9	5510531	5571282	43000000	p
11540	PDCD2	ENSG00000071994.9	6	170575295	170584692	59800000	q
11541	PDCD2L	ENSG00000126249.6	19	34404399	34426168	26200000	q
11542	PDCD4	ENSG00000150593.14	10	110871795	110900006	39800000	q
11543	PDCD5	ENSG00000105185.10	19	32581190	32587453	26200000	q
11544	PDCD6	ENSG00000249915.6	5	271621	314974	48800000	p
11545	PDCD6IP	ENSG00000170248.12	3	33798571	33869707	90900000	p
11546	PDCD7	ENSG00000090470.13	15	65117379	65133808	19000000	q
11547	PDCL	ENSG00000136940.12	9	122798389	122828588	43000000	q
11548	PDCL2	ENSG00000163440.9	4	55556519	55592245	50000000	q
11549	PDCL3	ENSG00000115539.12	2	100562993	100576739	93900000	q
11550	PDDC1	ENSG00000177225.15	11	767220	777488	53400000	p
11551	PDE10A	ENSG00000112541.12	6	165327287	165988078	59800000	q
11552	PDE11A	ENSG00000128655.15	2	177623244	178072777	93900000	q
11553	PDE12	ENSG00000174840.8	3	57556274	57566848	90900000	p
11554	PDE1A	ENSG00000115252.17	2	182140036	182523192	93900000	q
11555	PDE1B	ENSG00000123360.10	12	54549601	54579239	35500000	q
11556	PDE1C	ENSG00000154678.15	7	31751179	32428131	60100000	p
11557	PDE2A	ENSG00000186642.14	11	72576141	72674591	53400000	q
11558	PDE3A	ENSG00000172572.6	12	20368537	20688583	35500000	p
11559	PDE3B	ENSG00000152270.7	11	14643804	14872044	53400000	p
11560	PDE4A	ENSG00000065989.14	19	10416773	10469630	26200000	p
11561	PDE4B	ENSG00000184588.16	1	65792514	66374579	123400000	p
11562	PDE4C	ENSG00000105650.20	19	18208652	18248200	26200000	p
11563	PDE4D	ENSG00000113448.15	5	58969038	60522120	48800000	q
11564	PDE4DIP	ENSG00000178104.18	1	148808181	149048286	123400000	q
11565	PDE5A	ENSG00000138735.14	4	119494397	119628804	50000000	q
11566	PDE6A	ENSG00000132915.9	5	149857953	149944793	48800000	q
11567	PDE6B	ENSG00000133256.11	4	625573	670782	50000000	p
11568	PDE6C	ENSG00000095464.9	10	93612537	93666010	39800000	q
11569	PDE6D	ENSG00000156973.12	2	231732433	231786272	93900000	q
11570	PDE6G	ENSG00000185527.10	17	81650459	81663112	25100000	q
11571	PDE6H	ENSG00000139053.2	12	14973042	14981865	35500000	p
11572	PDE7A	ENSG00000205268.9	8	65714334	65842322	45200000	q
11573	PDE7B	ENSG00000171408.12	6	135851701	136195574	59800000	q
11574	PDE8A	ENSG00000073417.13	15	84980440	85139145	19000000	q
11575	PDE8B	ENSG00000113231.12	5	77210449	77428256	48800000	q
11576	PDE9A	ENSG00000160191.16	21	42653621	42775509	12000000	q
11577	PDF	ENSG00000258429.1	16	69326913	69330588	36800000	q
11578	PDGFA	ENSG00000197461.12	7	497258	520296	60100000	p
11579	PDGFB	ENSG00000100311.15	22	39223359	39244982	15000000	q
11580	PDGFC	ENSG00000145431.9	4	156760454	156971799	50000000	q
11581	PDGFD	ENSG00000170962.11	11	103907189	104164379	53400000	q
11582	PDGFRA	ENSG00000134853.10	4	54229280	54298245	50000000	q
11583	PDGFRB	ENSG00000113721.12	5	150113839	150155872	48800000	q
11584	PDGFRL	ENSG00000104213.11	8	17576433	17644071	45200000	p
11585	PDHA2	ENSG00000163114.5	4	95840093	95841464	50000000	q
11586	PDHB	ENSG00000168291.11	3	58427630	58433857	90900000	p
11587	PDHX	ENSG00000110435.10	11	34915829	35020591	53400000	p
11588	PDIA2	ENSG00000185615.14	16	283164	287215	36800000	p
11589	PDIA3	ENSG00000167004.11	15	43746410	43773278	19000000	q
11590	PDIA4	ENSG00000155660.9	7	149003062	149028662	60100000	q
11591	PDIA5	ENSG00000065485.16	3	123067025	123225227	90900000	q
11592	PDIA6	ENSG00000143870.11	2	10783391	10837977	93900000	p
11593	PDIK1L	ENSG00000175087.8	1	26111165	26125555	123400000	p
11594	PDILT	ENSG00000169340.8	16	20359175	20404737	36800000	p
11595	PDK1	ENSG00000152256.12	2	172555373	172608669	93900000	q
11596	PDK2	ENSG00000005882.10	17	50094737	50112152	25100000	q
11597	PDK4	ENSG00000004799.7	7	95583499	95596516	60100000	q
11598	PDLIM1	ENSG00000107438.7	10	95237572	95291012	39800000	q
11599	PDLIM2	ENSG00000120913.22	8	22578279	22598025	45200000	p
11600	PDLIM3	ENSG00000154553.12	4	185500660	185535507	50000000	q
11601	PDLIM4	ENSG00000131435.11	5	132257696	132273454	48800000	q
11602	PDLIM5	ENSG00000163110.13	4	94451857	94668227	50000000	q
11603	PDLIM7	ENSG00000196923.12	5	177483394	177497606	48800000	q
11604	PDP1	ENSG00000164951.14	8	93857807	93926068	45200000	q
11605	PDP2	ENSG00000172840.5	16	66878589	66895754	36800000	q
11606	PDPK1	ENSG00000140992.17	16	2537979	2603188	36800000	p
11607	PDPN	ENSG00000162493.15	1	13583465	13617957	123400000	p
11608	PDPR	ENSG00000090857.12	16	70114332	70162537	36800000	q
11609	PDRG1	ENSG00000088356.5	20	31944337	31952046	28100000	q
11610	PDS5A	ENSG00000121892.13	4	39822863	39977956	50000000	p
11611	PDS5B	ENSG00000083642.17	13	32586452	32778019	17700000	q
11612	PDSS1	ENSG00000148459.14	10	26697701	26746798	39800000	p
11613	PDSS2	ENSG00000164494.10	6	107152562	107459564	59800000	q
11614	PDX1	ENSG00000139515.5	13	27920000	27926313	17700000	q
11615	PDXDC1	ENSG00000179889.17	16	14974591	15139339	36800000	p
11616	PDXK	ENSG00000160209.17	21	43719094	43762307	12000000	q
11617	PDXP	ENSG00000241360.1	22	37658723	37666932	15000000	q
11618	PDYN	ENSG00000101327.7	20	1978757	1994285	28100000	p
11619	PDZD2	ENSG00000133401.14	5	31639131	32110932	48800000	p
11620	PDZD3	ENSG00000172367.14	11	119185457	119190223	53400000	q
11621	PDZD7	ENSG00000186862.16	10	101007679	101032295	39800000	q
11622	PDZD8	ENSG00000165650.10	10	117277274	117375440	39800000	q
11623	PDZD9	ENSG00000155714.12	16	21983865	22001116	36800000	p
11624	PDZK1	ENSG00000174827.12	1	145670852	145708148	123400000	q
11625	PDZK1IP1	ENSG00000162366.6	1	47183582	47191044	123400000	p
11626	PDZRN3	ENSG00000121440.13	3	73382431	73624941	90900000	p
11627	PDZRN4	ENSG00000165966.13	12	41188320	41574745	35500000	q
11628	PEA15	ENSG00000162734.11	1	160205380	160215376	123400000	q
11629	PEAK1	ENSG00000173517.9	15	77100656	77420144	19000000	q
11630	PEAR1	ENSG00000187800.12	1	156893698	156916429	123400000	q
11631	PEBP1	ENSG00000089220.4	12	118136124	118145584	35500000	q
11632	PEBP4	ENSG00000134020.7	8	22713251	23000000	45200000	p
11633	PECAM1	ENSG00000261371.4	17	64319415	64413776	25100000	q
11634	PECR	ENSG00000115425.12	2	215996329	216082955	93900000	q
11635	PEF1	ENSG00000162517.11	1	31629866	31644896	123400000	p
11636	PEG10	ENSG00000242265.4	7	94656325	94669695	60100000	q
11637	PEG3	ENSG00000198300.11	19	56810077	56840728	26200000	q
11638	PELI1	ENSG00000197329.10	2	64092652	64144420	93900000	p
11639	PELI2	ENSG00000139946.8	14	56117814	56301524	17200000	q
11640	PELI3	ENSG00000174516.13	11	66466327	66477337	53400000	q
11641	PELO	ENSG00000152684.10	5	52787916	52804044	48800000	q
11642	PELP1	ENSG00000141456.13	17	4669774	4704337	25100000	p
11643	PEMT	ENSG00000133027.16	17	17505563	17591708	25100000	p
11644	PENK	ENSG00000181195.9	8	56436674	56446671	45200000	q
11645	PEPD	ENSG00000124299.12	19	33386950	33521791	26200000	q
11646	PER1	ENSG00000179094.12	17	8140472	8156506	25100000	p
11647	PER2	ENSG00000132326.10	2	238244044	238290102	93900000	q
11648	PER3	ENSG00000049246.13	1	7784291	7845177	123400000	p
11649	PERM1	ENSG00000187642.8	1	975204	982093	123400000	p
11650	PERP	ENSG00000112378.11	6	138088505	138107419	59800000	q
11651	PES1	ENSG00000100029.16	22	30576625	30607083	15000000	q
11652	PET100	ENSG00000229833.8	19	7629793	7631956	26200000	p
11653	PET117	ENSG00000232838.3	20	18137863	18143169	28100000	p
11654	PEX1	ENSG00000127980.14	7	92487020	92528520	60100000	q
11655	PEX10	ENSG00000157911.8	1	2403964	2413797	123400000	p
11656	PEX11A	ENSG00000166821.7	15	89677764	89690783	19000000	q
11657	PEX11B	ENSG00000131779.9	1	145911350	145918717	123400000	q
11658	PEX11G	ENSG00000104883.6	19	7476875	7497449	26200000	p
